2026-08-31 21:06:15,442 [     12]   INFO - #c.i.p.i.b.AppStarter - ------------------------------------------------------ IDE STARTED ------------------------------------------------------
2026-08-31 21:06:15,447 [     17]   INFO - #c.i.p.i.b.AppStarter - skipping shell environment: the IDE is likely launched from a terminal (SHLVL=2)
2026-08-31 21:06:15,448 [     18]   INFO - #c.i.p.i.b.AppStarter - Will skip the config import to directory "/Users/ali/develop/agent_tool/.intellijPlatform/sandbox/quick-command-runner/IU-2026.1/config" (exists = true). Current entries: "options", "disabled_plugins.txt".
2026-08-31 21:06:15,476 [     46]   INFO - #c.i.p.i.b.AppStarter - JNA library (64-bit) loaded in 30 ms
2026-08-31 21:06:15,482 [     52]   INFO - #c.i.p.i.b.AppStarter - IDE: IntelliJ IDEA (build #IU-261.22158.277, Wed, 25 Mar 2026 05:01:00 GMT)
2026-08-31 21:06:15,482 [     52]   INFO - #c.i.p.i.b.AppStarter - OS: macOS (15.4.1)
    idea.system.path=/Users/ali/develop/agent_tool/.intellijPlatform/sandbox/quick-command-runner/IU-2026.1/system
    idea.plugins.path=/Users/ali/develop/agent_tool/.intellijPlatform/sandbox/quick-command-runner/IU-2026.1/plugins
    idea.log.path=/Users/ali/develop/agent_tool/.intellijPlatform/sandbox/quick-command-runner/IU-2026.1/log
2026-08-31 21:06:15,510 [     80]   INFO - #c.i.p.i.b.AppStarter - CPU cores: 8; ForkJoinPool.commonPool: java.util.concurrent.ForkJoinPool@1f48d0a2[Running, parallelism = 8, size = 0, active = 0, running = 0, steals = 0, tasks = 0, submissions = 0]; factory: com.intellij.concurrency.IdeaForkJoinWorkerThreadFactory@65065794
2026-08-31 21:06:16,212 [    782]   INFO - #c.i.i.p.PluginManager - Using broken plugins file from IDE distribution
2026-08-31 21:06:16,331 [    901]   INFO - #c.i.i.p.PluginManager - Plugin set resolution:
Module intellij.toml.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.textmate.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.sh.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.jupyter.py.psi is not enabled because dependency com.intellij.modules.python is not available
Module intellij.yaml.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.json.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.markdown.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.terminal.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.sh.python is not enabled because dependency com.intellij.modules.python is not available
Module intellij.fullLine.chat is not enabled because dependency intellij.ml.llm.core is not available
Module intellij.fullLine.terraform is not enabled because dependency org.intellij.plugins.hcl is not available
Module intellij.fullLine.rust is not enabled because dependency com.jetbrains.rust is not available
Module intellij.fullLine.ruby is not enabled because dependency intellij.ruby.backend is not available
Module intellij.fullLine.rider is not enabled because dependency intellij.rd.client is not available
Module intellij.fullLine.rider.unrealengine is not enabled because dependency intellij.fullLine.rider is not available
Module intellij.fullLine.rider.shaderlab is not enabled because dependency intellij.fullLine.rider is not available
Module intellij.fullLine.rider.fsharp is not enabled because dependency intellij.fullLine.rider is not available
Module intellij.fullLine.rider.csharp is not enabled because dependency intellij.fullLine.rider is not available
Module intellij.fullLine.rider.cpp is not enabled because dependency intellij.fullLine.rider is not available
Module intellij.fullLine.rbs is not enabled because dependency intellij.ruby.rbs.backend is not available
Module intellij.fullLine.python is not enabled because dependency com.intellij.modules.python is not available
Module intellij.fullLine.php is not enabled because dependency com.jetbrains.php is not available
Module intellij.fullLine.go is not enabled because dependency org.jetbrains.plugins.go is not available
Module intellij.fullLine.erb is not enabled because dependency org.jetbrains.plugins.ruby is not available
Module intellij.fullLine.cpp is not enabled because dependency intellij.cidr.lang.base is not available
Module intellij.fullLine.federatedCompute is not enabled because dependency com.intellij.federatedCompute is not available
Module intellij.fullLine.terraform.local is not enabled because dependency intellij.fullLine.terraform is not available
Module intellij.fullLine.rust.local is not enabled because dependency intellij.fullLine.rust is not available
Module intellij.fullLine.ruby.local is not enabled because dependency intellij.fullLine.ruby is not available
Module intellij.fullLine.rider.local is not enabled because dependency intellij.fullLine.rider is not available
Module intellij.fullLine.rider.csharp.local is not enabled because dependency intellij.fullLine.rider is not available
Module intellij.fullLine.rider.cpp.local is not enabled because dependency intellij.fullLine.rider is not available
Module intellij.fullLine.python.local is not enabled because dependency intellij.fullLine.python is not available
Module intellij.fullLine.php.local is not enabled because dependency intellij.fullLine.php is not available
Module intellij.fullLine.go.local is not enabled because dependency intellij.fullLine.go is not available
Module intellij.fullLine.cpp.local is not enabled because dependency intellij.fullLine.cpp is not available
Module intellij.protoeditor.python is not enabled because dependency com.intellij.modules.python is not available
Module intellij.protoeditor.go is not enabled because dependency org.jetbrains.plugins.go is not available
Module intellij.yaml.helm is not enabled because dependency org.jetbrains.plugins.go-template is not available
Module intellij.packageChecker.php is not enabled because dependency com.jetbrains.php is not available
Module intellij.packageChecker.python is not enabled because dependency com.intellij.modules.python is not available
Module intellij.packageChecker.go is not enabled because dependency org.jetbrains.plugins.go is not available
Module intellij.editorconfig.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.code.provenance.core.llm is not enabled because dependency intellij.ml.llm.core is not available
Module intellij.webDeployment/phpStorm is not enabled because dependency com.intellij.modules.phpstorm is not available
Module intellij.station.frontend.split is not enabled because dependency com.intellij.jetbrains.client is not available
Module intellij.httpClient.injection.graphql is not enabled because dependency com.intellij.lang.jsgraphql is not available
Module intellij.station.aia is not enabled because dependency intellij.ml.llm.mcp is not available
Module intellij.dataspell.jupyter.customCells.sql.common is not enabled because dependency intellij.python.parser is not available
Module intellij.jupyter.split.frontend.py is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.jupyter.split.frontend is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.jupyter.py is not enabled because dependency intellij.jupyter.py.psi is not available
Module intellij.dataspell.jupyter.customCells is not enabled because dependency intellij.jupyter.py is not available
Module intellij.jupyter.py.wsl is not enabled because dependency intellij.jupyter.py is not available
Module intellij.jupyter.py.ift is not enabled because dependency intellij.jupyter.py is not available
Module intellij.jupyter.py.pro is not enabled because dependency intellij.jupyter.py is not available
Module intellij.jupyter.py.dap is not enabled because dependency intellij.jupyter.py is not available
Module intellij.fullLine.python.jupyter is not enabled because dependency intellij.fullLine.python is not available
Module intellij.fullLine.python.jupyter.local is not enabled because dependency intellij.fullLine.python is not available
Module intellij.compose.ide.plugin.k1 is not enabled because dependency com.intellij.modules.kotlin.k1 is not available
Module intellij.packageChecker.amper is not enabled because dependency org.jetbrains.amper is not available
Module intellij.kotlin.jupyter.k1 is not enabled because dependency kotlin.base.scripting.k1 is not available
Module intellij.java.promo is not enabled because dependency com.intellij.modules.idea.community is not available
Module intellij.spring.boot.rewrite is not enabled because dependency com.intellij.openRewrite is not available
Module intellij.java.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.spring.jsf is not enabled because dependency com.intellij.jsf is not available
Module kotlin-ultimate.native-debugger is not enabled because dependency intellij.cidr.runner is not available
Module kotlin-ultimate.ultimate-native is not enabled because dependency kotlin-ultimate.native-debugger is not available
Module intellij.ml.llm.completion is not enabled because dependency intellij.ml.llm.core is not available
Module intellij.ml.llm.xml.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.javaee.spring.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.vcs.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.rider.unrealengine.completion is not enabled because dependency intellij.fullLine.rider.unrealengine is not available
Module intellij.ml.llm.rider.shaderlab.completion is not enabled because dependency intellij.fullLine.rider.shaderlab is not available
Module intellij.ml.llm.rider.godot.completion is not enabled because dependency intellij.fullLine.rider.shaderlab is not available
Module intellij.ml.llm.rider.fsharp.completion is not enabled because dependency intellij.fullLine.rider.fsharp is not available
Module intellij.ml.llm.rider.csharp.completion is not enabled because dependency intellij.fullLine.rider.csharp is not available
Module intellij.ml.llm.rider.cpp.completion is not enabled because dependency intellij.fullLine.rider.cpp is not available
Module intellij.ml.llm.xdebugger.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.json.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.rust.completion is not enabled because dependency intellij.fullLine.rust is not available
Module intellij.ml.llm.yaml.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.yaml.javaee.spring.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.yaml.json.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.terminal.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.cpp.completion is not enabled because dependency intellij.fullLine.cpp is not available
Module intellij.ml.llm.properties.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.markdown.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.text.completion is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.terraform.completion is not enabled because dependency intellij.fullLine.terraform is not available
Module intellij.ml.llm.html.completion is not enabled because dependency intellij.ml.llm.libraries.grazie is not available
Module intellij.ml.llm.php.completion is not enabled because dependency intellij.fullLine.php is not available
Module intellij.ml.llm.ruby.completion is not enabled because dependency intellij.fullLine.ruby is not available
Module intellij.ml.llm.rbs.completion is not enabled because dependency intellij.fullLine.rbs is not available
Module intellij.ml.llm.go.completion is not enabled because dependency intellij.fullLine.go is not available
Module intellij.ml.llm.python.completion is not enabled because dependency intellij.fullLine.python is not available
Module intellij.ml.llm.jupyter.python.completion is not enabled because dependency intellij.fullLine.python is not available
Module intellij.ml.llm.kotlin.completion is not enabled because dependency intellij.ml.llm.libraries.grazie is not available
Module intellij.ml.llm.jupyter.kotlin.completion is not enabled because dependency intellij.ml.llm.libraries.grazie is not available
Module intellij.ml.llm.java.completion is not enabled because dependency intellij.ml.llm.libraries.grazie is not available
Module intellij.ml.llm.erb.completion is not enabled because dependency intellij.fullLine.ruby is not available
Module intellij.ml.llm.chat.completion is not enabled because dependency intellij.fullLine.chat is not available
Module intellij.ml.llm.completion.nextEdits.proxy is not enabled because dependency intellij.ml.llm.completion is not available
Module intellij.ml.llm.experiments is not enabled because dependency intellij.ml.llm.core is not available
Module intellij.llmInstaller.ds.ide is not enabled because dependency intellij.dataspell.ide.impl is not available
Module intellij.llmInstaller.ds is not enabled because dependency intellij.dataWrangler.llm is not available
Module intellij.llmInstaller.pycharm.community is not enabled because dependency intellij.pycharm.community.ide.impl.promotion is not available
Module intellij.dataspell.jupyter.customCells.sql.frontend is not enabled because dependency intellij.dataspell.jupyter.customCells.sql.common is not available
Module intellij.dataspell.jupyter.customCells.sql.backend is not enabled because dependency intellij.dataspell.jupyter.customCells.sql.common is not available
Module intellij.quarkus.rewrite is not enabled because dependency com.intellij.openRewrite is not available
Module intellij.micronaut.rewrite is not enabled because dependency com.intellij.openRewrite is not available
Module intellij.ml.llm.sql.completion is not enabled because dependency intellij.ml.llm.libraries.grazie is not available
Module intellij.database.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.database.mcp is not enabled because dependency intellij.ml.llm.sql is not available
Module intellij.jupyter.split.backend.py is not enabled because dependency intellij.scientific.py.tables is not available
Module intellij.qodana.rust is not enabled because dependency com.intellij.modules.rustrover is not available
Module intellij.qodana.python.community is not enabled because dependency com.intellij.modules.python is not available
Module intellij.qodana.cpp is not enabled because dependency intellij.cidr.projectModel is not available
Module intellij.qodana.python.coverage is not enabled because dependency intellij.python is not available
Module intellij.qodana.php is not enabled because dependency com.jetbrains.php is not available
Module intellij.qodana.go is not enabled because dependency intellij.go.coverage is not available
Module intellij.groovy.ant is not enabled because dependency AntSupport is not available
Module intellij.sass.watcher is not enabled because dependency com.intellij.plugins.watcher is not available
Module intellij.css.watcher is not enabled because dependency com.intellij.plugins.watcher is not available
Module intellij.css.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.sass.frontend.split is not enabled because dependency intellij.css.frontend.split is not available
Module intellij.less.watcher is not enabled because dependency com.intellij.plugins.watcher is not available
Module intellij.javascript.fileWatcher is not enabled because dependency com.intellij.plugins.watcher is not available
Module intellij.javascript.newProject is not enabled because dependency com.intellij.modules.webstorm is not available
Module intellij.javascript.sharedIndexes is not enabled because dependency intellij.indexing.shared.core is not available
Module intellij.javascript.sharedIndexes.generator is not enabled because dependency intellij.javascript.sharedIndexes is not available
Module intellij.javascript.devkit is not enabled because dependency intellij.devkit.core is not available
Module intellij.javascript.debugger.webstorm.specific is not enabled because dependency com.intellij.modules.webstorm is not available
Module intellij.ml.llm.javascript.completion is not enabled because dependency intellij.ml.llm.libraries.grazie is not available
Module intellij.ml.llm.css.completion is not enabled because dependency intellij.ml.llm.css is not available
Module intellij.ml.llm.css.sass.completion is not enabled because dependency intellij.ml.llm.css is not available
Module intellij.ml.llm.css.postcss.completion is not enabled because dependency intellij.ml.llm.css is not available
Module intellij.ml.llm.css.less.completion is not enabled because dependency intellij.ml.llm.css is not available
Module intellij.ml.llm.javascript.vue.completion is not enabled because dependency intellij.ml.llm.javascript.completion is not available
Module intellij.fullLine.js.svelte is not enabled because dependency dev.blachut.svelte.lang is not available
Module intellij.ml.llm.javascript.svelte.completion is not enabled because dependency intellij.fullLine.js.svelte is not available
Module intellij.fullLine.js.svelte.local is not enabled because dependency intellij.fullLine.js.svelte is not available
Module intellij.fullLine.js.astro is not enabled because dependency org.jetbrains.plugins.astro is not available
Module intellij.ml.llm.javascript.astro.completion is not enabled because dependency intellij.fullLine.js.astro is not available
Module intellij.fullLine.js.astro.local is not enabled because dependency intellij.fullLine.js.astro is not available
Module intellij.clouds.docker.file.frontend.split is not enabled because dependency intellij.platform.frontend.split is not available
Module intellij.clouds.kubernetes.charts.gotpl is not enabled because dependency intellij.yaml.helm is not available
2026-08-31 21:06:16,381 [    951]   INFO - #c.i.p.i.b.AppStarter - Loaded bundled plugins: IDEA CORE (261.22158.277), YAML (261.22158.277), XPathView + XSLT (261.22158.277), JetBrains Ultimate (261.22158.277), Refactor-X (261.22158.277), Toml (261.22158.277), TextMate Bundles (261.22158.277), Terminal (261.22158.277), Shell Script (261.22158.277), Remote Development Server (261.22158.277), Qodana (261.22158.277), Properties (261.22158.277), Performance Testing (261.22158.277), Notebook Files (261.22158.277), Markdown (261.22158.277), Jupyter (261.22158.277), JSON (261.22158.277), JavaScript and TypeScript (261.22158.277), Java (261.22158.277), Data Editor Support (261.22158.277), Gradle (261.22158.277), DevKit Runtime (261.22158.277), Collections Viewer in Debugger (261.22158.277), Database Tools and SQL (261.22158.277), Remote Development (261.22158.277), Cron Expressions (261.22158.277), Kubernetes (261.22158.277), Docker (261.22158.277), Gradle Declarative Support (261.22158.277), Natural Languages (261.22158.277), Git (261.22158.277), Full Line Code Completion (261.22158.277), Spring (261.22158.277), Copyright (261.22158.277), Modal Commit Interface (261.22158.277), Protocol Buffers (261.22158.277), Machine Learning in Search Everywhere (261.22158.277), Package Checker (261.22158.277), JSONPath (261.22158.277), Configuration Script (261.22158.277), Machine Learning Code Completion (261.22158.277), JavaScript Debugger (261.22158.277), WebP Support (261.22158.277), Chinese (Simplified) Language Pack / 中文语言包 (261.22158.277), Korean Language Pack / 한국어 언어 팩 (261.22158.277), Japanese Language Pack / 日本語言語パック (261.22158.277), Visual Studio Keymap (261.22158.277), NetBeans Keymap (261.22158.277), Eclipse Keymap (261.22158.277), Groovy Live Templates (261.22158.277), EditorConfig (261.22158.277), GitLab (261.22158.277), GitHub (261.22158.277), Backup and Sync (261.22158.277), Code Provenance by Qodana (261.22158.277), IDE Features Trainer (261.22158.277), Async Profiler for IDE Performance Testing (261.22158.277), FTP/SFTP/WebDAV Connectivity (261.22158.277), Station (261.22158.277), Artifacts Repository Search (261.22158.277), HTTP Client (261.22158.277), Endpoints (261.22158.277), OpenAPI Specifications (261.22158.277), Images (261.22158.277), Remote Execution Agent (261.22158.277), JetBrains OS Integration (261.22158.277), MCP Server (261.22158.277), Kotlin (261.22158.277-IJ), Compose Multiplatform (261.22158.277), Apache Velocity (261.22158.277), Kotlin Notebook (261.22158.277), Jakarta EE Platform (261.22158.277), Jakarta EE: JPA Model (261.22158.277), JavaFX (261.22158.277), In-Editor Performance Hints (261.22158.277), Spring Boot (261.22158.277), Spring Initializr (261.22158.277), JVM Microservices Frameworks (261.22158.277), Java IDE Customization (261.22158.277), Java Internationalization (261.22158.277), Spring Messaging (261.22158.277), Spring Modulith (261.22158.277), Thymeleaf (261.22158.277), Spring Security (261.22158.277), Spring Integration Patterns (261.22158.277), Spring Cloud (261.22158.277), Jakarta EE: RESTful Web Services (JAX-RS) (261.22158.277), Jakarta EE: Messaging (JMS) (261.22158.277), Jakarta EE: Expression Language (EL) (261.22158.277), Jakarta EE: Bean Validation (261.22158.277), Java Stream Debugger (261.22158.277), Bytecode Viewer (261.22158.277), FreeMarker (261.22158.277), Machine Learning in Find Usages (261.22158.277), AOP Pointcut Language (261.22158.277), HTML Tools (261.22158.277), Gradle for Java (261.22158.277), Ktor (261.22158.277), Gradle DSL API (261.22158.277), Remote Development Gateway (261.22158.277), Jakarta EE: Contexts and Dependency Injection (CDI) (261.22158.277), Diagrams (261.22158.277), Liquibase (261.22158.277), Quarkus (261.22158.277), Micronaut (261.22158.277), JVM Persistence Frameworks (261.22158.277), Spring Data (261.22158.277), Reverse Engineering (261.22158.277), Jakarta EE: Persistence (JPA) (261.22158.277), Jakarta EE: Data (261.22158.277), Tomcat and TomEE (261.22158.277), WildFly (261.22158.277), Jakarta EE: Application Servers (261.22158.277), Hibernate (261.22158.277), Flyway (261.22158.277), TestNG (261.22158.277), Time Tracking (261.22158.277), Task Management (261.22158.277), Lombok (261.22158.277), JUnit (261.22158.277), Code Coverage for Java (261.22158.277), Groovy (261.22158.277), SSH Remote Run (261.22158.277), Maven (261.22158.277), Java Bytecode Decompiler (261.22158.277), Eclipse Interoperability (261.22158.277), CSS (261.22158.277), Sass (261.22158.277), Jakarta EE: Web/Servlets (261.22158.277), Jakarta EE: Server Pages (JSP) (261.22158.277), PostCSS (261.22158.277), Less (261.22158.277), Webpack (261.22158.277), Vue.js (261.22158.277), Stylelint (261.22158.277), React (261.22158.277), Angular (261.22158.277), Spring Web (261.22158.277), Vite (261.22158.277), Polymer & Web Components (261.22158.277), TSLint (261.22158.277), Tailwind CSS (261.22158.277), Styled Components & Styled JSX (261.22158.277), Prettier (261.22158.277), Node.js (261.22158.277), Next.js (261.22158.277), Karma (261.22158.277), JavaScript Intention Power Pack (261.22158.277), Node.js Remote Interpreter (261.22158.277), Dev Containers (261.22158.277)
2026-08-31 21:06:16,382 [    952]   INFO - #c.i.p.i.b.AppStarter - Loaded custom plugins: Quick Command Runner (1.0.0)
2026-08-31 21:06:16,437 [   1007]   WARN - #c.i.p.instanceContainer - InstanceNotOverridableException: Override failed for com.intellij.openapi.project.impl.ProjectStoreFactory: com.intellij.configurationScript.providers.ConfigurationScriptProjectStoreFactory attempts to override com.intellij.configurationStore.PlatformLangProjectStoreFactory, but the existing implementation is not overriddable (not declared as 'open=true')
2026-08-31 21:06:16,464 [   1034]   WARN - #c.i.p.instanceContainer - InstanceNotOverridableException: Override failed for com.intellij.modcommand.ModCommandExecutor: com.jetbrains.rdserver.ui.intentions.RemoteModCommandExecutor attempts to override com.intellij.lang.impl.modcommand.ModCommandExecutorImpl, but the existing implementation is not overriddable (not declared as 'open=true')
2026-08-31 21:06:16,717 [   1287]   INFO - #c.i.u.i.PageCacheUtils - File page caching params:
	DEFAULT_PAGE_SIZE: 10485760
	Direct memory to use, max: 2126512128
	FilePageCache: regular
	Regular FilePageCache: 629145600 bytes
